PARTY_ADDRESS_ID,PARTY_ID,ADDRESS_TYPE,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_LINE_3,CITY,STATE_PROVINCE,POSTAL_CODE,COUNTRY,GEOGRAPHY_ID,PRIMARY_ADDRESS_FLAG,LATITUDE,LONGITUDE,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
118,118,PRIMARY,186 Industrial Blvd,Suite 181,,Sydney,NSW,12490,AU,19,True,-33.8688,151.2093,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
119,119,PRIMARY,4006 Industrial Blvd,Suite 529,,Sao Paulo,SP,93748,BR,7,True,-23.5505,-46.6333,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
120,120,PRIMARY,7132 Industrial Blvd,Suite 101,,Frankfurt,HE,90584,DE,8,True,50.1109,8.6821,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
121,121,PRIMARY,6497 Industrial Blvd,Suite 994,,Taipei,TPE,71621,TW,21,True,25.033,121.5654,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
122,122,PRIMARY,1798 Industrial Blvd,Suite 890,,Shanghai,SH,86271,CN,15,True,31.2304,121.4737,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
123,123,PRIMARY,2309 Industrial Blvd,Suite 164,,Sydney,NSW,69988,AU,19,True,-33.8688,151.2093,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
124,124,PRIMARY,8997 Industrial Blvd,Suite 584,,Singapore,SG,43202,SG,20,True,1.3521,103.8198,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
125,125,PRIMARY,6129 Industrial Blvd,Suite 547,,Barcelona,CT,62431,ES,12,True,41.3851,2.1734,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
126,126,PRIMARY,7055 Industrial Blvd,Suite 180,,Barcelona,CT,66440,ES,12,True,41.3851,2.1734,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
127,127,PRIMARY,9973 Industrial Blvd,Suite 834,,Amsterdam,NH,65851,NL,13,True,52.3676,4.9041,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
128,128,PRIMARY,1329 Industrial Blvd,Suite 787,,Barcelona,CT,93560,ES,12,True,41.3851,2.1734,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
129,129,PRIMARY,6101 Industrial Blvd,Suite 470,,Mexico City,CDMX,60181,MX,6,True,19.4326,-99.1332,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
130,130,PRIMARY,6621 Industrial Blvd,Suite 421,,Singapore,SG,95139,SG,20,True,1.3521,103.8198,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
131,131,PRIMARY,4364 Industrial Blvd,Suite 820,,Sao Paulo,SP,68493,BR,7,True,-23.5505,-46.6333,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
132,132,PRIMARY,1538 Industrial Blvd,Suite 929,,Manchester,ENG,99381,GB,9,True,53.4808,-2.2426,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
133,133,PRIMARY,2088 Industrial Blvd,Suite 305,,Shanghai,SH,28202,CN,15,True,31.2304,121.4737,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
134,134,PRIMARY,6623 Industrial Blvd,Suite 834,,Monterrey,NL,72739,MX,6,True,25.6866,-100.3161,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
135,135,PRIMARY,2202 Industrial Blvd,Suite 999,,Singapore,SG,82260,SG,20,True,1.3521,103.8198,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
136,136,PRIMARY,3794 Industrial Blvd,Suite 454,,Manchester,ENG,78012,GB,9,True,53.4808,-2.2426,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
137,137,PRIMARY,9796 Industrial Blvd,Suite 694,,Mexico City,CDMX,30210,MX,6,True,19.4326,-99.1332,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
138,138,PRIMARY,596 Industrial Blvd,Suite 609,,Lyon,ARA,92203,FR,10,True,45.764,4.8357,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
139,139,PRIMARY,2689 Industrial Blvd,Suite 550,,Mexico City,CDMX,64476,MX,6,True,19.4326,-99.1332,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
140,140,PRIMARY,6170 Industrial Blvd,Suite 627,,Tokyo,TK,83616,JP,16,True,35.6762,139.6503,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
141,141,PRIMARY,4854 Industrial Blvd,Suite 493,,Sao Paulo,SP,90658,BR,7,True,-23.5505,-46.6333,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
142,142,PRIMARY,5155 Industrial Blvd,Suite 609,,Bangalore,KA,13037,IN,18,True,12.9716,77.5946,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
143,143,PRIMARY,9889 Industrial Blvd,Suite 963,,Amsterdam,NH,95755,NL,13,True,52.3676,4.9041,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
144,144,PRIMARY,841 Industrial Blvd,Suite 510,,Osaka,OS,16705,JP,16,True,34.6937,135.5023,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
145,145,PRIMARY,1684 Industrial Blvd,Suite 503,,Sao Paulo,SP,58915,BR,7,True,-23.5505,-46.6333,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
146,146,PRIMARY,737 Industrial Blvd,Suite 240,,Toronto,ON,53652,CA,5,True,43.6532,-79.3832,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
147,147,PRIMARY,8411 Industrial Blvd,Suite 948,,Amsterdam,NH,76809,NL,13,True,52.3676,4.9041,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
148,148,PRIMARY,536 Industrial Blvd,Suite 711,,Seoul,SO,72205,KR,17,True,37.5665,126.978,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
149,149,PRIMARY,617 Industrial Blvd,Suite 686,,Munich,BY,24404,DE,8,True,48.1351,11.582,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
150,150,PRIMARY,1120 Industrial Blvd,Suite 822,,Seoul,SO,28098,KR,17,True,37.5665,126.978,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
151,151,PRIMARY,4431 Industrial Blvd,Suite 724,,Zurich,ZH,73462,CH,14,True,47.3769,8.5417,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
152,152,PRIMARY,7961 Industrial Blvd,Suite 457,,Sydney,NSW,83464,AU,19,True,-33.8688,151.2093,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
153,153,PRIMARY,1394 Industrial Blvd,Suite 454,,Vancouver,BC,67983,CA,5,True,49.2827,-123.1207,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
154,154,PRIMARY,1889 Industrial Blvd,Suite 730,,Barcelona,CT,86917,ES,12,True,41.3851,2.1734,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
155,155,PRIMARY,2352 Industrial Blvd,Suite 105,,Sydney,NSW,82135,AU,19,True,-33.8688,151.2093,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
156,156,PRIMARY,9506 Industrial Blvd,Suite 337,,Toronto,ON,80143,CA,5,True,43.6532,-79.3832,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
157,157,PRIMARY,251 Industrial Blvd,Suite 405,,Amsterdam,NH,84443,NL,13,True,52.3676,4.9041,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
158,158,PRIMARY,1945 Industrial Blvd,Suite 438,,Barcelona,CT,31298,ES,12,True,41.3851,2.1734,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
159,159,PRIMARY,7107 Industrial Blvd,Suite 627,,Manchester,ENG,52982,GB,9,True,53.4808,-2.2426,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
160,160,PRIMARY,3958 Industrial Blvd,Suite 557,,Barcelona,CT,44995,ES,12,True,41.3851,2.1734,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
161,161,PRIMARY,2716 Industrial Blvd,Suite 515,,Bangalore,KA,99925,IN,18,True,12.9716,77.5946,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
162,162,PRIMARY,7554 Industrial Blvd,Suite 865,,Sydney,NSW,89395,AU,19,True,-33.8688,151.2093,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
163,163,PRIMARY,1379 Industrial Blvd,Suite 677,,Singapore,SG,24707,SG,20,True,1.3521,103.8198,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
164,164,PRIMARY,1589 Industrial Blvd,Suite 622,,Lyon,ARA,68390,FR,10,True,45.764,4.8357,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
165,165,PRIMARY,6587 Industrial Blvd,Suite 360,,Amsterdam,NH,10395,NL,13,True,52.3676,4.9041,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
166,166,PRIMARY,619 Industrial Blvd,Suite 393,,Monterrey,NL,63591,MX,6,True,25.6866,-100.3161,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
167,167,PRIMARY,5797 Industrial Blvd,Suite 221,,Taipei,TPE,33392,TW,21,True,25.033,121.5654,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
168,168,PRIMARY,8815 Industrial Blvd,Suite 488,,Taipei,TPE,40102,TW,21,True,25.033,121.5654,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
169,169,PRIMARY,3476 Industrial Blvd,Suite 168,,Los Angeles,CA,23224,US,4,True,34.0522,-118.2437,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
170,170,PRIMARY,2395 Industrial Blvd,Suite 615,,Paris,IDF,47914,FR,10,True,48.8566,2.3522,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
171,171,PRIMARY,5023 Industrial Blvd,Suite 381,,Milan,LO,17989,IT,11,True,45.4642,9.19,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
172,172,PRIMARY,6921 Industrial Blvd,Suite 518,,Singapore,SG,29558,SG,20,True,1.3521,103.8198,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
173,173,PRIMARY,9314 Industrial Blvd,Suite 522,,Mumbai,MH,64592,IN,18,True,19.076,72.8777,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
174,174,PRIMARY,944 Industrial Blvd,Suite 374,,Mexico City,CDMX,59436,MX,6,True,19.4326,-99.1332,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
175,175,PRIMARY,2022 Industrial Blvd,Suite 864,,Paris,IDF,72773,FR,10,True,48.8566,2.3522,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
176,176,PRIMARY,5153 Industrial Blvd,Suite 367,,Bangalore,KA,57139,IN,18,True,12.9716,77.5946,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
177,177,PRIMARY,9316 Industrial Blvd,Suite 984,,Seoul,SO,39002,KR,17,True,37.5665,126.978,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
178,178,PRIMARY,8280 Industrial Blvd,Suite 663,,Tokyo,TK,95800,JP,16,True,35.6762,139.6503,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
179,179,PRIMARY,3115 Industrial Blvd,Suite 655,,Taipei,TPE,94123,TW,21,True,25.033,121.5654,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
180,180,PRIMARY,2574 Industrial Blvd,Suite 109,,Milan,LO,38668,IT,11,True,45.4642,9.19,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
181,181,PRIMARY,374 Industrial Blvd,Suite 642,,Seoul,SO,46010,KR,17,True,37.5665,126.978,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
182,182,PRIMARY,8725 Industrial Blvd,Suite 358,,Milan,LO,56457,IT,11,True,45.4642,9.19,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
183,183,PRIMARY,619 Industrial Blvd,Suite 195,,Amsterdam,NH,63120,NL,13,True,52.3676,4.9041,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
184,184,PRIMARY,9370 Industrial Blvd,Suite 978,,Seoul,SO,22499,KR,17,True,37.5665,126.978,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
185,185,PRIMARY,3038 Industrial Blvd,Suite 970,,Taipei,TPE,51220,TW,21,True,25.033,121.5654,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
186,186,PRIMARY,6388 Industrial Blvd,Suite 873,,Osaka,OS,28343,JP,16,True,34.6937,135.5023,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
187,187,PRIMARY,585 Industrial Blvd,Suite 749,,Osaka,OS,45825,JP,16,True,34.6937,135.5023,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
188,188,PRIMARY,4137 Industrial Blvd,Suite 830,,Monterrey,NL,19634,MX,6,True,25.6866,-100.3161,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
189,189,PRIMARY,185 Industrial Blvd,Suite 415,,Sao Paulo,SP,68292,BR,7,True,-23.5505,-46.6333,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
190,190,PRIMARY,1792 Industrial Blvd,Suite 126,,Taipei,TPE,21746,TW,21,True,25.033,121.5654,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
191,191,PRIMARY,9470 Industrial Blvd,Suite 633,,Mexico City,CDMX,32227,MX,6,True,19.4326,-99.1332,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
192,192,PRIMARY,4621 Industrial Blvd,Suite 531,,Manchester,ENG,49289,GB,9,True,53.4808,-2.2426,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
193,193,PRIMARY,2319 Industrial Blvd,Suite 411,,Mumbai,MH,10887,IN,18,True,19.076,72.8777,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
194,194,PRIMARY,9983 Industrial Blvd,Suite 811,,Amsterdam,NH,36326,NL,13,True,52.3676,4.9041,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
195,195,PRIMARY,4692 Industrial Blvd,Suite 936,,Zurich,ZH,61502,CH,14,True,47.3769,8.5417,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
196,196,PRIMARY,1233 Industrial Blvd,Suite 938,,Bangalore,KA,63627,IN,18,True,12.9716,77.5946,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
197,197,PRIMARY,7457 Industrial Blvd,Suite 712,,Tokyo,TK,72814,JP,16,True,35.6762,139.6503,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
198,198,PRIMARY,5916 Industrial Blvd,Suite 270,,Sao Paulo,SP,94803,BR,7,True,-23.5505,-46.6333,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
199,199,PRIMARY,7403 Industrial Blvd,Suite 483,,Milan,LO,61266,IT,11,True,45.4642,9.19,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
200,200,PRIMARY,2421 Industrial Blvd,Suite 456,,Mexico City,CDMX,50880,MX,6,True,19.4326,-99.1332,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
